DOI,Journal,Year,Title,Method category,Specific method,Evidence
https://doi.org/10.1002/pam.20027,Journal of Policy Analysis and Management,2004,"Big field, small potatoes: An empirical assessment of EPA's self-audit policy",Quantitative,Comparative ,Comparing the violations in these cases with those detected by standard EPA enforcement suggests that the typical self-audited violation is relatively minor.
https://doi.org/10.1002/pam.20020,Journal of Policy Analysis and Management,2004,"Expectations, performance, and citizen satisfaction with urban services",Quantitative,Statistical,"Using data from a New York City citizen survey, this study finds that citizen expectations, and especially the disconfirmation of expectations—factors that previously have not been considered in empirical studies of the determinants of citizen satisfaction—play a fundamental role in the formation of satisfaction judgments regarding the quality of urban services."
https://doi.org/10.1002/pam.20021,Journal of Policy Analysis and Management,2004,"Women, the labor market, and the declining relative quality of teachers",Quantitative,Statistical,... we combine data from five longitudinal surveys of high school graduates spanning the classes of 1957 to 1992 to examine how the propensity for talented women to enter teaching has changed over time.
https://doi.org/10.1002/pam.20022,Journal of Policy Analysis and Management,2004,Does merit pay reward good teachers? Evidence from a randomized experiment,Quantitative,Experimental,"Because the students and teachers participating in the experiment were randomly assigned, inferences about the relative quality of teachers certified by the career ladder should be unbiased."
https://doi.org/10.1002/pam.20023,Journal of Policy Analysis and Management,2004,A simple estimation method for aggregate government outsourcing,Quantitative,Data Collection,The method permits us to separately estimate state and local from federal service outsourcing and (within the federal government) to distinguish between defense and non-defense services.
https://doi.org/10.1002/pam.20024,Journal of Policy Analysis and Management,2004,Stigma and other determinants of participation in TANF and Medicaid,Quantitative,Statistical Analysis,"Survey data from 901 community health center patients, who were potential and actual participants in these programs, indicated that while images of the Medicaid program and its recipients were generally positive, stigma associated with welfare stereotypes reduced both TANF and Medicaid enrollment."
https://doi.org/10.1002/pam.20025,Journal of Policy Analysis and Management,2004,"Alternative measures of economic success among TANF participants: Avoiding poverty, hardship, and dependence on public assistance",Quantitative,Comparative,Survey and administrative data from a sample of TANF participants illustrate the sensitivity of conclusions to alternative ways of measuring each indicator.
https://doi.org/10.1002/pam.20026,Journal of Policy Analysis and Management,2004,Collaborative environmental institutions: All talk and no action?,Quantitative,Comparative,"Panel survey data from more than 800 respondents shows that while the level of consensus is higher in NEP estuaries, there is no difference between NEP and non-NEP estuaries in the level of cooperation."
https://doi.org/10.1002/pam.20028,Journal of Policy Analysis and Management,2004,Gasoline prices and motor vehicle fatalities,Quantitative,Statistical Analysis ,"By using 1983–2000 monthly gasoline price and fatality panel data and fixed effects specifications, this study exploits within-state variation over time in gasoline prices and found that a 10-cent decrease in gasoline prices increased motor vehicle fatalities by 2.3 percent over a 2-year period. "
https://doi.org/10.1002/pam.20029,Journal of Policy Analysis and Management,2004,The effect of bicycle helmet legislation on bicycling fatalities,Quantitative,Statistical Analysis ,"The effect of this legislation on bicycling fatalities is examined by subjecting data from the Fatality Analysis Reporting System to a panel analysis, using a control-group methodology. A helmet law reduces fatalities by about 15 percent in the long run, less in the short run."
https://doi.org/10.1002/pam.20042,Journal of Policy Analysis and Management,2004,"Welfare transitions in the 1990s: The economy, welfare policy, and the EITC",Quantitative,Statistical Analysis ,"I use data from the Survey of Income and Program Participation spanning the period from 1986 to 1999 to analyze how the economy, welfare reform, the earned income tax credit (EITC), and other factors influence welfare entries and exits, which in turn affect the caseload."
https://doi.org/10.1002/pam.20043,Journal of Policy Analysis and Management,2004,Adolescents' formal employment and school enrollment: Effects of state welfare policies,Quantitative,Statistical Analysis ,Longitudinal data from the NLSY97 on adolescents aged 14 to 18 and various state data sources over the period 1994–1999 support the competing labor market effect but not the signaling effect.
https://doi.org/10.1002/pam.20044,Journal of Policy Analysis and Management,2004,Can child care assistance in welfare and employment programs support the employment of low-income families?,Quantitative,Experimental,We examine the effects of expansions in child care policies that were bundled with a mix of employment-related policies and implemented as part of several random assignment studies on families' child care access and cost.
